5 - Temperature,6 - Temperature,8 - Temperature,T-101 - Spec Value (Reflux Ratio),T-100 - Spec Value (Reflux Ratio),VLV-100 - Pressure Drop,10 Out - Master Comp Molar Flow (diM-Ether),15 - Master Comp Molar Flow (Methanol),SPRDSHT-1 - A10: Q_sum
259.99999984166647,359.9999999989544,109.99828486235167,1.5342245412015199,1.0351577956337867,88.33418931031684,128.2287366350517,0.5127630153511198,48055431.79905591
259.99999999389604,359.99999998416564,109.9999939477113,1.32244418288603,1.9139577117673328,798.2817266431127,127.9678699594106,1.0404324341402664,46090750.10750561
259.9999999899748,359.9999999973605,109.99565110707165,1.6935862342698307,1.866840571530081,219.8736127304487,128.4062679944555,0.20602511342766822,49513686.97168497
259.9999999923541,359.9999999129663,109.99591867829776,1.5275488756043458,1.0044287263649618,10.171472244808456,128.218884513164,0.5288632145952844,47984302.72364996
259.99999997253786,359.9999999052248,109.9972295368739,1.7413933312657022,1.0354602129615298,535.0846272172666,128.40183061941258,0.18628011560865448,49687333.677511305
259.9999999858353,359.99999999820193,109.99830027921817,1.671383050630374,1.0300087610666144,179.72565150623777,128.37765579031435,0.21415432273664245,49255361.73932118
259.9999999917366,359.99999999461113,109.99814573714588,1.7849360090232942,1.0093309930821097,290.52995518017985,128.4114967530985,0.16828392249017987,49925022.98416938
259.9999999917452,359.9999999133214,109.99784235505645,1.9286449833344217,1.0433994119961967,163.31365616584986,128.45634418881548,0.10887969474053312,50784667.21205744
259.9999999819102,359.9999999997484,109.48110366775052,1.9999991727570923,1.8961589524703253,724.8604741923765,128.47863520505504,0.07920077540619593,51224907.39731479
259.999999970722,359.99999999959925,109.80313340910723,1.4771902861038997,1.0611711484627464,490.1662856425171,128.15665063728048,0.6546594032998185,47520318.050451405
259.9999999568955,359.9999999991699,109.97321526097048,1.6411541210120297,1.0728032363882531,713.913288851434,128.38263497263048,0.24640885266203527,49176386.19002617
259.9999999768756,359.99999999556934,109.99913414408861,1.6722045913969956,1.9319262334176681,682.1455483490901,128.40121955653973,0.21484728026841524,49395106.88868751
259.9999999688052,359.9999999532072,109.99173586982725,1.5467864376672442,1.9110119951963083,711.642093159949,128.26107919876372,0.4812798967774038,48269807.26148963
259.9999999470423,359.9999999948517,109.68669894753141,1.3948496984434802,1.0901354427606835,669.7459316326097,128.059458627317,0.8598859843215418,46783894.6282937
259.9999999920269,359.99999991147496,109.95881235564492,1.6167379832304973,1.9649115153226178,160.9952426862669,128.35250707014487,0.30698758726474357,48949966.07726181
259.9999999909495,359.9999999820547,109.98318024266574,1.403748752106743,1.7798603361231295,145.59134613039544,128.0741323321404,0.8378148431367414,46880761.01120866
259.99999997878217,359.99999999887706,109.99709572511063,1.4156448622635713,1.8051469920953072,710.5827193032637,128.0896807527429,0.8081362373762966,46996001.49275677
259.99999998616266,359.9999998724536,109.70317233507654,1.813956339957359,1.0295208321769345,137.31504373687457,128.42210331329704,0.15599396712865843,50115127.213758625
259.9999999667159,359.9999999981506,99.99619120526202,1.999999349668993,1.9242731709196843,724.8604741923765,128.4790628132933,0.07917891785471182,51468635.49606133
259.9999999852417,359.99999999820386,109.93227689690266,1.428323977188103,1.064403459716003,508.6965003849641,128.09650073469177,0.7764071626470604,47064094.37037109
259.9999999972038,359.99999994610425,109.95959580660254,1.3859866598080917,1.8044437383875231,603.2970665511292,128.05091686367578,0.8820649021736092,46708859.00693536
259.9999999876475,359.99999999817885,109.99998902821403,1.3080486261585407,1.0001836739482735,19.513538916434072,127.9484438786065,1.0794528792127698,45946947.760388404
259.9999999905349,359.99999999248126,109.99721502928068,1.7515822255958868,1.6300505916833643,711.5442966055725,128.4199607423754,0.18203081888597067,49835011.973983996
259.9999999917176,359.99999999777674,109.99999376280569,1.3000000923042516,1.0000774113591482,16.567542267218673,127.93853611093274,1.0995322902451885,45872318.96419021
259.999999999925,359.99999999945976,109.9972295368739,1.7359082129920316,1.0345907708122377,720.0331269585104,128.41278385122564,0.1887273397063179,49727945.15399732
259.9999999819102,359.9999999997484,109.83700878237,1.9999991727570923,1.0413638298214676,724.8604741923765,128.47861909010328,0.07924160599222198,51215702.517270006
259.9999995568416,359.9999999532072,109.73952409826153,1.3820515571406389,1.0338273049029199,731.9283601569384,128.0437322610608,0.891737526241003,46664088.504298925
259.99999995748414,359.99999988370416,109.28881463477794,1.4858385756173051,1.8067042997826088,225.15202884375552,128.1813964920241,0.6332348310495802,47694857.7845714
259.99999995322037,359.99999995223016,109.63665817203247,1.4469019465621997,1.0226987023250556,78.93873735208331,128.12055578118077,0.7317269461153577,47250690.03154115
259.999999999925,359.99999999945976,109.99808504786907,1.3480893050512908,1.0345907708122377,721.6705848867384,127.9980250968537,0.9762895594047664,46320255.20692903
259.9999999735944,359.99999999446806,109.99730855699737,1.706988526692679,1.0103164627852876,219.8736127304487,128.38771993680749,0.1998469089266015,49462160.27675627
259.9999999872128,359.99999999997686,109.95068599356074,1.5149980730198245,1.0641268318978532,506.6972012901028,128.20357525814396,0.560461982017926,47869484.98676921
259.9999999688052,359.9999999532072,109.99991101057743,1.5958446417797814,1.9359238736752962,711.6461579230651,128.32519730516472,0.3590094239460951,48746070.9071385
259.9999996089619,359.99999999427064,109.04658141397941,1.6453128702489024,1.0408249991173386,167.83772496442455,128.36572512473055,0.2345796937326836,49111045.6000085
259.99999998722154,359.99999999471004,109.97857569858472,1.5194030267148304,1.1077645856182337,672.3423081975772,128.22259117869316,0.5497020734037877,47988461.05425571
259.9999995565144,359.99999999249746,109.99991869249773,1.5537567674077948,1.0093869274211151,486.1492904613185,128.25091123700935,0.4638573568071413,48225454.13157794
259.9999999567709,359.99999999896846,109.99969723133188,1.6515704246528087,1.0219101537763386,640.2561538757204,128.38689400031038,0.22363813155993448,49225869.071415335
259.9999999695624,359.99999999898404,109.99293014473724,1.8457297415632719,1.6067392859422105,470.61967601277445,128.4421891073955,0.14307417531312888,50356862.13825667
259.99999953030016,359.99999999989984,107.57440898878298,1.6887455349451397,1.0011791102520304,192.98782635811793,128.3813807018683,0.20704325743371849,49410593.70282516
259.9999999700782,359.9999999991445,109.99640028792543,1.7696007023503209,1.0887558703534126,721.0379378540188,128.42368599310961,0.1747567884477683,49931760.15718474
259.9999999892647,359.9999999987264,109.99827618075888,1.6304240351948902,1.1408622032316174,138.99586323818232,128.35277986717182,0.2722676163258719,48980026.26131664
259.9999999861635,359.9999998722318,109.70317233507654,1.791722383629237,1.428246184581203,137.31504373687457,128.42945097298892,0.16547465362379882,50064995.47411969
259.9999994839331,359.99999999999096,109.55150804142858,1.595231360908989,1.0020042204830286,583.1444638327374,128.3112631849535,0.3606663275756277,48674877.16378474
259.9999999992458,359.99999994610425,109.98898753713513,1.7985020079734886,1.0195713660742434,176.29820127571648,128.4167702805462,0.16246190607026065,50012481.3187683
259.9999999849992,359.99999998924505,109.99154767012445,1.376272312910206,1.0059592940719224,711.3807376001927,128.0326700628501,0.906055169244341,46581439.41100073
259.9999999917176,359.9999999977349,109.99914184880744,1.3414902165304694,1.005919720470643,133.24787341574995,127.98961054161946,0.9951161733282464,46257123.563696764
259.9999999980487,359.9999999600028,109.99572073458542,1.632339192943777,1.985459382179613,539.6657902277789,128.3728950391715,0.2680464712917797,49100636.68505558
259.99999997878217,359.99999999887706,109.99709572511063,1.9540297808547522,1.8022897658690382,712.7343152000574,128.4677585596272,0.09823424885635396,50956907.94988492
259.9999999914541,359.9999999994186,109.99567615279594,1.6419745324294912,1.0001918461330903,166.91534837126497,128.3595175415313,0.24273832398539805,49044011.92019479
259.99999995877016,359.99999994970534,109.22484522267304,1.3993065910886195,1.0511412882313287,597.8552357651785,128.06075468011568,0.8487179957992165,46812220.61778931
259.99999994716103,359.99999999917304,109.9734552329436,1.5557425649649463,1.0728032363882531,713.9751610419731,128.2710077473053,0.45919434327454867,48346865.33475892
259.99999999148463,359.99999999815185,109.93264291190386,1.766118134253607,1.0377134791189269,313.2513115629129,128.40562718805748,0.1760563346119662,49814148.65204664
259.9999999695624,359.99999999888837,109.99116144226862,1.6088987348352672,1.6067392859422105,367.353649694972,128.34225928136732,0.32654318537255866,48873012.516510494
259.9999999848677,359.99999998924505,109.99992380382544,1.3708768574029817,1.0001012411064623,712.5071512313621,128.02578560303695,0.9194908886109754,46529799.26480796
259.9999999688052,359.9999999243264,109.99772978245163,1.5758168594718345,1.9359238736752962,711.6461579230651,128.29902141353722,0.40892482690044535,48551611.402676694
259.99999953751774,359.99999991147496,107.33174824570995,1.4978943360276873,1.985459382179613,539.6657902277789,128.19730337428322,0.603160114722616,47862813.534960665
259.99999999717403,359.99999994729393,109.92992170284992,1.3618261059685837,1.821946521125333,126.19675871478103,128.01933857040004,0.942292767175789,46474904.32830235
259.9793489702871,359.9999999994586,109.99821089104556,1.4796573288524817,1.0001042025147493,234.78840156436684,128.15683033685028,0.6557226254339508,47546649.58648344
259.9999999562489,359.99999999995043,109.68575254729386,1.4299160606728238,1.089369122248813,700.0065909062106,128.10726277196713,0.772583696960789,47135935.57604226
259.99999997828013,359.9999999883107,107.34377565286792,1.4589849838691245,1.0011802071009879,491.10787507912426,128.13415107006398,0.7000704273282121,47411197.40993152
259.9999999961234,359.9999999980463,109.6997675950016,1.8186269981335124,1.0430905051872272,706.5215432211511,128.4318872506839,0.15440000995244232,50191422.539953806
259.9999999695624,359.99999999808773,109.70613687857546,1.3314683978880943,1.0432033734946558,16.826343443221724,127.97921157671817,1.02087555882918,46182684.73917931
259.99999999975466,359.9999999838136,109.99998700575523,1.4577437724534141,1.0021387316268866,796.2405731481122,128.14456690907,0.7032313839554432,47403911.09470061
259.9999999697568,359.9999999999183,109.99815538381695,1.4367774670623912,1.7190101464398617,294.93919772259176,128.11730056016805,0.7555001241152102,47201166.584773935
259.9999999979156,359.99999999993616,109.98607403286675,1.9108756685860988,1.980321710358269,506.6368905508449,128.45757037318188,0.11608192316239971,50718055.5667249
259.9999994839331,359.9999999994411,109.96784882061702,1.595231360908989,1.0020042204830286,583.1444638327374,128.31017116441282,0.3606356438865776,48658354.53265332
259.9999995568416,359.9999999632154,109.73952409826153,1.381664581554416,1.0338273049029199,744.277593740473,128.04404741488247,0.8927127258382825,46665089.189809784
259.99999997045836,359.99999999887706,109.54783288276106,1.8787784489875765,1.925233069850948,754.0807072680072,128.4500214765977,0.12937013070077605,50551474.688974746
259.99999999765873,359.9999999022962,109.97445707041301,1.4473087120602575,1.9608629645496558,618.773685036291,128.1310637182678,0.7292173040741299,47304080.64909999
259.9999999933107,359.99999998924505,109.81006898199279,1.3567096224337611,1.0016515691893775,711.3807376001927,128.008338843724,0.954796311850408,46403048.660420574
259.9999999917176,359.9999999977349,109.99987343391292,1.3000000988653237,1.005919720470643,0.673696222409319,127.93853612179208,1.0996411690900103,45872315.25340225
259.9999999567137,359.9999999989367,109.9931922361067,1.7248571766883507,1.0307836118091747,178.39085414431008,128.39438440370714,0.19243655958190847,49575467.342965335
259.99999998722154,359.99999999471004,109.97857569858472,1.5194030267148304,1.1077645856182337,154.16274362662938,128.2143512523553,0.5507363037210536,47940591.96963982
259.99999997260994,359.9999999999337,99.99619120526202,1.9999991727570923,1.964268508711731,724.8604741923765,128.47906277320595,0.07917898796540732,51468626.58749223
259.99999997878217,359.99999999887706,109.99710231786058,1.5811164635329955,1.8022897658690382,712.7343152000574,128.3059478808849,0.39572859392553694,48603084.80952551
259.99999999000477,359.99999999421055,109.21720032446784,1.4871899256461671,1.06175617925699,143.8369552776459,128.17219977902926,0.631189105400894,47646672.82764193
259.9999999917176,359.99999999780687,109.9931698670841,1.3138132649980363,1.005919720470643,68.03336575595216,127.95553991966025,1.064658628333071,46000599.66985151
259.9999999917242,359.99999999883755,109.70044527305447,1.6602112624182563,1.0001918461330903,166.91534837126497,128.37256404359186,0.21845718051635785,49186848.85627554
259.9999999695624,359.99999999818755,109.99293014473724,1.8457297415632719,1.0130937565682157,470.61967601277445,128.43046897373634,0.1430787123413213,50288885.77268669
259.9999999909495,359.99999998177503,109.98252359197504,1.406170647672424,1.7798603361231295,226.09434908339946,128.0772976635052,0.8317776497849719,46904288.840640604
259.99999994716103,359.99999999268925,109.9734552329436,1.5633659102823299,1.0688967892475105,712.9224233380559,128.28069353434188,0.4402029376738391,48419295.19949633
259.99999953030016,359.99999999989984,107.41991845045295,1.7503722170648135,1.0011791102520304,506.1545187625168,128.40062930128025,0.1825258669835938,49782967.11406227
259.9999999756205,359.9999999994976,109.63969795209164,1.6851191661963625,1.0011791102520304,192.98782635811793,128.3803855748095,0.20851195904153166,49337542.13452112
259.99999998502113,359.9999999022962,109.97475366979373,1.315398358715254,1.9622600517682312,618.773685036291,127.95866028734721,1.0579948058419049,46022931.233493835
259.9999999795707,359.9999999529657,109.69126783775988,1.3304847871224696,1.910870568915369,492.8892866098376,127.97836765803281,1.0204074190705383,46176327.43069829
259.9999999939219,359.9999999977349,109.9991512896557,1.5815647179607755,1.005919720470643,133.24787341574995,128.28545772472725,0.39412074340255987,48485438.58971524
259.99999997045836,359.9999999998049,109.99818206242125,1.4246828541104806,1.7805342129748691,711.8619196204036,128.10149321427753,0.7856103331310829,47083752.88038435
259.9999999698343,359.9999999991517,109.76984800448547,1.3480893050512908,1.0917063871958779,721.0221201144165,128.00137917188675,0.9763784210049692,46345301.03614861
259.99999999717403,359.99999999433703,109.92992170284992,1.7081780307273677,1.821946521125333,126.19675871478103,128.40971746161307,0.20000471045833218,49596223.74665956
259.9999999858353,359.9999999267508,109.99767088635464,1.9487196377215352,1.0030132759678592,108.54879451528473,128.46260892914154,0.10060313431376502,50904726.71521797
259.99999995877016,359.99999986305784,109.9885083950883,1.4901139564578396,1.9381780357804907,578.9170912051029,128.1870095539661,0.6225376809205768,47719465.65740211
259.9999999768756,359.9999999955681,109.98914632487882,1.528270591926681,1.9319262334176681,671.8731495581105,128.2368793962284,0.5274296537584946,48090040.10630657
259.99999999546736,359.999999999411,109.99155206033693,1.878073619187256,1.0430773879041222,503.22963006511674,128.44056264022194,0.12969270993715695,50482405.30519683
259.9999999845074,359.9999999546511,109.93227689690266,1.5369327236532797,1.7739683627114156,508.6965003849641,128.24819850449978,0.5058765865967313,48175518.38528047
259.9999999955975,359.9999999996338,109.99657464429548,1.484816138178285,1.0001918461330903,145.50238305369575,128.1660551692769,0.63690364272655,47586360.26214039
259.9999999875605,359.99999999906635,109.9969725687757,1.971022061418654,1.0482753316532718,675.438182175728,128.46956894762917,0.09123128194513534,51038259.64762567
259.9999999957374,359.99999999882994,109.6997675950016,1.896310593828779,1.0711741297907469,499.9511041418259,128.44626703816147,0.12214415865785505,50599003.52661798
259.99999999805055,359.9999999116189,109.64631281547389,1.6503739997954012,1.98386200563369,617.1517790569405,128.3960886296744,0.2238728647645281,49283245.44761279
259.99999997055374,359.99999999427064,109.0358372362772,1.6214604741017353,1.0408249991173386,168.20602371114222,128.33636209688606,0.2944259484168138,48890076.67147339
259.99999997055374,359.99999999427064,109.65777123299608,1.613444118529255,1.0408249991173386,168.20602371114222,128.3265350501097,0.3145373153740198,48800254.71071523
